,sid,text,A,A_stdzd,B,B_stdzd,C,C_stdzd,D,D_stdzd,E,E_stdzd,stdzd_avg
535,479044025975336960,RT @VRWCTexan: IRS Now Claims Loss of More E-mails - for 6 Other staff Involved in Abuse  http://t.co/8ogKgCDkWR via @NRO http://t.co/Xt0C5…,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,-2.0,-1.5948457139399057,-0.5405133492690428
537,482411116778110976,613- ur face bc ur rlly pretty,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,2.0,1.2412758876129792,0.6661458802802079
540,481577813422518272,@davebundy1986 That's for certain... Bunch of #Old_Farts,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,-2.0,-1.5948457139399057,-0.5405133492690428
541,478682732835258368,Playing*,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
542,474745397068713984,Idk. Do I even make sense?! #whoknows 😏,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,-1.0,-0.8858153135516845,-0.3041698824729691
543,478997460829077504,I forgot how fun waiting in parking lots for pot dealers can be! #NOT,,,,,0.0,-0.030091043577967207,-2.0,-1.5643154644789905,-2.0,-1.5948457139399057,-1.0630840739989544
545,481507537863200769,RT @sydneyleroux: I'm officially changing Boss's name to Suarez because he bites. http://t.co/RIJMilXwnl,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,-2.0,-1.5948457139399057,-0.5405133492690428
547,475473347888050177,http://t.co/PbLOljIY0P #6: KOA Speer 680 ohm Through Hole Resistor Carbon Film 5% 1/4W CF1/4CJ BULK (Bag of 100... http://t.co/0R5pU9xN0H,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
551,481541339759144960,"#10: Pac-Kit 13-125 First Aid/Burn Cream, 0.9 gm Packet (Box of 25): Pac-Kit 13-125 First Aid/Burn Cream, 0.9 gm... http://t.co/ArC3zgJ63W",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
552,478323234853494784,Martin Kaymer just blitzkrieged the field to win at the @usopengolf Well played Sir! #pga #pgatour,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,2.0,1.2412758876129792,0.4048605179152522
553,477676305404530688,@leeeeexxxi16 I thought moma and daddy were great 😂,,,,,0.0,-0.030091043577967207,2.0,1.5711088839004794,-1.0,-0.8858153135516845,0.2184008422569426
554,477306262942519300,Fall back,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
556,479333558809788416,Let's BLOW this UP!,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,1.0,0.5322454872247582,0.4298024134841343
557,480536225132986368,RT @iHitModelsRaw: Ever notice you can lie to your girl 100 times and shit be cool but soon as you tell the truth she got an attitude,,,,,0.0,-0.030091043577967207,-2.0,-1.5643154644789905,-2.0,-1.5948457139399057,-1.0630840739989544
558,480893902807781376,RT @Monii_Ammons: @THE_REAL_JR28  avi rate 🔟 :8 😘date 👭👫 :no 😏cute 😏 :yes 😳ugly 😬 :no 😍Smash💦:no 😘Kiss💏:no 😎dm? 📩 :yes 😀Kik✉:monii_ammons 🏃…,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,-1.0,-0.8858153135516845,-0.3041698824729691
559,483297452917665792,"Bringing the fiddlist for an acoustic duo show on the roof of the @theliveoak in Fort Worth, 6:30-10PM. http://t.co/uTRfVkqVNw",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
561,474619270140542976,I like to people watch in the parking lot of the Rainbow clothing store...quite the ethnic variety,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,-1.0,-0.8858153135516845,-0.04288452010801328
562,474984669545365504,@glynnwashington 'Love Supreme' Snap is my new favorite episode. Soooo good and interesting!,,,,,0.0,-0.030091043577967207,3.0,2.354964970995346,2.0,1.2412758876129792,1.1887166050101197
563,478284605297283072,"I have no kids, so is it a hint when random people wish me a Happy Father's Day?",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,2.0,1.2412758876129792,0.4048605179152522
564,476608750187315201,Bf4 Foggy's repair shop: http://t.co/2ygxHWLVZj via @YouTube,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
565,478980838785167360,RT @hernandezsteve: @DonGeronimoShow @DrewHoffar @MichaelJElston Happy OJ Day!,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,1.0,0.5322454872247582,0.4298024134841343
566,474730859593871360,"RT @BB_Essential: With the 28th overall pick in the 2014 #MLBDraft, the Kansas City Royals select LHP Foster Griffin from The First Academy…",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
567,479448780543377408,@LakeMistake so did dodos. exterminate the brutes.,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,-1.0,-0.8858153135516845,-0.3041698824729691
568,481659237437669377,Looking at the ceiling day dreaming,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
569,475131247875080192,“@RyanWesleySmith: The Fault In Our Stars was so great. Absolutely the most honest story and movie I've ever experienced. #TFIOS” YASSS.,,,,,0.0,-0.030091043577967207,3.0,2.354964970995346,3.0,1.9503062880012003,1.4250600718061932
570,483673065428385792,jason kidd going 2 play 4 the bucks. first player 2 go from coach back 2 player. #jasonkidd #bucks #welikesportz,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,2.0,1.2412758876129792,0.4048605179152522
571,481806658835075073,@mollygriffin14 I'll start packing right now! 😍,,,,,0.0,-0.030091043577967207,2.0,1.5711088839004794,1.0,0.5322454872247582,0.6910877758490902
572,478641590932484097,Just experienced the pups move 💖💖 not long right now xx,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,2.0,1.2412758876129792,0.4048605179152522
574,479398771823226882,But first... lemme take a selfie!! Lol you roooooocked it tonight! It was so hot and you still did great!! Muah! http://t.co/a7YoTQHPLn,,,,,2.0,3.4419524461874795,3.0,2.354964970995346,2.0,1.2412758876129792,2.346064434931935
575,481434695406587905,"Dr. Jane and New Zealand's largest insect, the giant weta! #80yearsofJane #wheresJane http://t.co/puoD8fi3q4",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
577,478309498512490496,What a boring match :/,,,,,0.0,-0.030091043577967207,-2.0,-1.5643154644789905,-2.0,-1.5948457139399057,-1.0630840739989544
578,480832481403621376,"@Ducks54 @phoenixcoyotes Hmmmm, road trip potential #1 to ANA.  Have to check rest of scheds for other dates.",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
580,477170996625940480,I hate when my ex texts me.,,,,,0.0,-0.030091043577967207,-3.0,-2.348171551573858,-2.0,-1.5948457139399057,-1.3243694363639102
581,479819565388824576,So proud of Majesty! We are off to an amazing start! #BD2YM 👑💜💋 http://t.co/ZeiKn4Sm8O,,,,,1.0,1.7059307013047562,3.0,2.354964970995346,3.0,1.9503062880012003,2.003733986767101
582,477113568224362496,RT @_Soulsurfn: Some niggas ride more dick than females,,,,,-1.0,-1.7661127884606909,-3.0,-2.348171551573858,-3.0,-2.3038761143281272,-2.139386818120892
583,482836696006807552,RT @WSJ: How do you convince your boss to let you take a sabbatical? A CEO's advice: http://t.co/e8gSWqYrGl,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
584,476246215492116480,Srry nicki but dat video is all over the place,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,-2.0,-1.5948457139399057,-0.279227986904087
585,479020747604500480,Relieved to see the old Big Brother logo on the memory wall http://t.co/xaJQtzUHmF,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,2.0,1.2412758876129792,0.4048605179152522
586,476142452626042881,RT @thats0jack: gonna follow some people who RT my last tweet and tweet me a screenshot of them giving my new video a thumbs up!!😋,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,3.0,1.9503062880012003,0.9024893470762816
587,480858536444829696,Fun to watch something the whole country comes together to cheer for! 👍,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,3.0,1.9503062880012003,0.6412039847113259
588,477930744468484096,Options are limitless,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,1.0,0.5322454872247582,0.4298024134841343
589,482560874385649664,"You real ""@NeverWillBeShit: Currently taking a customers car for a joy ride http://t.co/iGGuEVlGXq""",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
590,477207986180739072,"RT @HornyFacts: Maturity comes with experience, not age. 👌",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
591,475004210778750976,If you tweeted a #LeBronning pic or follow anyone who tweeted one and didn’t immediately unfollow let me know so I can unfollow you.,,,,,-1.0,-1.7661127884606909,-3.0,-2.348171551573858,-2.0,-1.5948457139399057,-1.9030433513248184
592,474440961922048001,just because I'm spoiled doesn't mean I'm happy,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,-1.0,-0.8858153135516845,-0.3041698824729691
593,477879804654809088,Food then beer,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
594,483651678671880193,"I hate two faced people 😡 I swear, one minute you are talking major shit and the next your kissing her ass 😂💁",,,,,-2.0,-3.5021345333434137,-3.0,-2.348171551573858,-3.0,-2.3038761143281272,-2.7180607330817987
595,477041191293575168,20 Book Recommendations From Billionaire Charlie Munger That Will Make you Smarter: http://t.co/IyHlN2rFTr,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
596,483731408171851776,Goalllll turn up Germany!!!!! @john_bryson18,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
597,476959100405026816,@_Iblondie might as well pop a bottle and sip lol,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,2.0,1.2412758876129792,0.4048605179152522
598,477742294372601856,RT @cami_mclean: Todaay was not my day at all,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
599,477454393160126465,@NintendoTweet ...too many games to be honest. Most if not all of the PS4/WiiU titles they showed were at least mildly interesting.,,,,,0.0,-0.030091043577967207,-1.0,-0.7804593773841231,2.0,1.2412758876129792,0.14357515555029632
600,482378468332539904,Really wishing people had more common sense these days 😠,,,,,-1.0,-1.7661127884606909,-2.0,-1.5643154644789905,-2.0,-1.5948457139399057,-1.6417579889598624
601,475700050006650880,RT @fvckretro: I'm sorry but Lightskin & Brownskin girls got it hands down😍😍😍😍😍😍😍😍😍😍👅👅👅👅👅👅👅👅😍😍😍🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌,,,,,1.0,1.7059307013047562,2.0,1.5711088839004794,2.0,1.2412758876129792,1.5061051576060718
602,480186822828785664,@betcha923 @pscoordsen13 @AG_324 @hcs8780 @rossana4uru @LilyDay04 @jancarter73 @muzacgurl I know! Especially when she looked at the camera,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,2.0,1.2412758876129792,0.6661458802802079
603,477563860304424961,@Bernie_GalveZ you gonna watch the Chile vs. Australia game?,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,1.0,0.5322454872247582,0.4298024134841343
604,483734751019143168,999- idk you but that should chance,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,1.0,0.5322454872247582,0.4298024134841343
606,474337618444832768,Love new adult? Love sexy romances?  The Addicted series has new covers! Enter the #giveaway to celebrate https://t.co/Tqa6vd97Vz,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,1.0,0.5322454872247582,0.4298024134841343
607,481994349748563968,Still smilin through this rollercoaster we call life... #happy #conquer http://t.co/RpbKsQF6Dz,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
608,476907208462974976,RT @WimmerRoofing: Make sure you enter our Father's Day giveaway on Facebook for your chance to win $100 gift card to @HomeDepot http://t.c…,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,2.0,1.2412758876129792,0.6661458802802079
609,482204907999473666,"RT @AndreaGissellee: 1 more half baby, 1 more half!!!   #ibelieve #usmnt 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,2.0,1.2412758876129792,0.4048605179152522
610,480085433922379776,How many more weeks until I can stop pretending to care about soccer again??,,,,,0.0,-0.030091043577967207,-2.0,-1.5643154644789905,-1.0,-0.8858153135516845,-0.8267406072028808
611,480963083666329600,RT @amoebamusic: .@KittenTheBand plays free/all-ages show at Amoeba Hollywood Tuesday 6/24 at 6pm! Their debut album is also out 6/24! http…,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,2.0,1.2412758876129792,0.4048605179152522
612,474381235016708096,"RT @gparker: Swift. For every language L, Swift borrows at least one feature from L.",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,-2.0,-1.5948457139399057,-0.5405133492690428
613,480535063331737600,"RT @thedm_sports: Ole Miss finishes the season with a 48-21 record, going 2-2 in the CWS. Finishing top 4 in the country is something to be…",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
614,482295295263670272,@k_mothershedd just got back from MOES!!!!!!!!!!!!!! I wanna fish,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
615,476196424947093504,"From the ""Country Album"". Band version from "" the Last Waltz"" ...both oldies but goodies... http://t.co/N9SdUjxjiH",,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,1.0,0.5322454872247582,0.4298024134841343
616,474268819288911873,XCOM Classic + L2P sign & send. June 4th at begins now! Live at http://t.co/vF77XaOLpJ.,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
618,477604427629879296,RT @kdawson424: Why even wear dresses at all when you can look like this and actually be comfortable!? #BootPorn #GayMo http://t.co/a3HaxnS…,,,,,0.0,-0.030091043577967207,-1.0,-0.7804593773841231,-2.0,-1.5948457139399057,-0.8017987116339986
619,479387556266516480,"RT @Bidenshairplugs: Breaking News: ""Redskins"" is deemed offensive by the US Patent Office. No word on if ""Niggas in Paris"" by Jay-Z will l…",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
620,478752807097356288,Grand bear has some cool employees 😂,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
621,476487824212889600,@87daysbefore it's so expensive!!!,,,,,0.0,-0.030091043577967207,-1.0,-0.7804593773841231,1.0,0.5322454872247582,-0.09276831124577738
623,480588297409146880,"I can't get over the fact that this god damn movies name is ""Holes"" http://t.co/275OOg0Fmx",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,-2.0,-1.5948457139399057,-0.5405133492690428
625,482875535287402497,RT @ExploreKC: Kansas City’s Maker Faire sets stage for creative extravaganza at Union Station June 28-29 http://t.co/PcBhbwLxco,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,1.0,0.5322454872247582,0.4298024134841343
626,480036301844910080,"Detroit citizens appeal to UN after city raises rates and cuts off water to 7,000 households http://t.co/uuS6hKLyc4 Oz House News",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
627,479335165202673664,@Cjr_rodriguez21 lol I know man it's ok I got money until I get this situation fixed,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,-1.0,-0.8858153135516845,-0.04288452010801328
629,481631475348295680,@GelRenteria did you see that part on secret life?,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
630,483371180360224768,RT @TeamRunner4Life: #ThatAwkwardMomentWhen you walk through the metal detectors at the airport and your abs of steel set them off..,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,2.0,1.2412758876129792,0.4048605179152522
631,476974107603394560,Be surprised if they don't try. @tdurn … are the mariners gonna make am move for a bat before the deadline that isnt billy butler?,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,-1.0,-0.8858153135516845,-0.3041698824729691
632,482264060298153984,"@itylerhd Oh Tyler,I forgot to tell you last night but, I JOINED THE FAMILY:)",,,,,0.0,-0.030091043577967207,2.0,1.5711088839004794,2.0,1.2412758876129792,0.927431242645164
634,477433664918134784,@JoRo_Fans thanks for following #sundaybestfamily,,,,,1.0,1.7059307013047562,0.0,0.003396709710744425,2.0,1.2412758876129792,0.98353443287616
636,475085316030599169,“@warmer619: @Bench_Warmer get this girl @Nicolette_Shea to sign some Benchwarmer cards! 😊 She's smoking hot! 😊 http://t.co/2O5RC9gI9L”yes😘,,,,,0.0,-0.030091043577967207,2.0,1.5711088839004794,1.0,0.5322454872247582,0.6910877758490902
637,475019561964937216,Discover the Power of Orange!   http://t.co/acFAEtnoXR http://t.co/s7WlUoQjO2,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
639,476208940746043392,RT @HarryKnox_: when a nigga drop their mixtape link in my notifications http://t.co/LGsX0gUxEd,,,,,0.0,-0.030091043577967207,-1.0,-0.7804593773841231,-2.0,-1.5948457139399057,-0.8017987116339986
640,483712051445907456,RT @meezytk: bae's hobbies include playin' games.,,,,,0.0,-0.030091043577967207,-2.0,-1.5643154644789905,1.0,0.5322454872247582,-0.35405367361073314
643,483610503152148480,"http://t.co/Ix8g8oszbx #10: Usagi Yojimbo, Book 1: The Ronin  Usagi Yojimbo, Book 1: The RoninStan Sakai (Autho... http://t.co/cuBiOSRGK5",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
644,477278072995979264,Borderline pathetic how much I cried/used my Patagonia as a Kleenex during The Fault in our Stars,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,2.0,1.2412758876129792,0.4048605179152522
646,477348616999153664,Happy birthday to my little brother & the homie @PremierJC ! It's gonna be a goooood night,,,,,1.0,1.7059307013047562,2.0,1.5711088839004794,2.0,1.2412758876129792,1.5061051576060718
647,474641189577035776,wtf I keep hearing some bird that sounds like a pterodactyl,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,-1.0,-0.8858153135516845,-0.3041698824729691
649,481843862324150272,73 on chem!!!!,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
650,481607727203241984,I'm earning #mPOINTS Rewards in Daily Love. http://t.co/VEr7vpbcNs,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
651,481455486542172160,Blogger Outreach: How to Build Relationships With Bloggers - http://t.co/VsckRGnfmy,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
652,482659360854667264,"Allie is in the back of the car like ""I don't know any of these songs"" 😂😂😂😂",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,2.0,1.2412758876129792,0.4048605179152522
653,478306877080891393,#Photography #Camera #Art #18 http://t.co/9mYNkmQsks  Sanyo eneloop 8 Pack AA 2000mAh Pre-Charged NiMH Rechargeable Batteries and Charg...,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
654,479175416763396096,RT @TScpCancer: #Cancer #ZodiacPeople - A Cancerian man may appear to be fickle but deep down he is a sensitive soul.,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,2.0,1.2412758876129792,0.4048605179152522
656,479350935819657216,“@McMoop: @34marsh_mallows Chile con carnage.” Tweet of the week to b sure,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,-2.0,-1.5948457139399057,-0.5405133492690428
657,478522246172930048,"Instinct to judge, instinct to be quick to anger.",,,,,0.0,-0.030091043577967207,-1.0,-0.7804593773841231,1.0,0.5322454872247582,-0.09276831124577738
658,483422187324321792,@_tippie know us! lol,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
659,475359535453184000,We're uploading this week's mini-sode! :D We're on vacation this week so bear with us!,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,2.0,1.2412758876129792,0.6661458802802079
660,482357589057863681,@Demetria_Wife then drop the conversation about it and it won't be as bad,,,,,0.0,-0.030091043577967207,-1.0,-0.7804593773841231,1.0,0.5322454872247582,-0.09276831124577738
661,475060498350628864,I hate hiccups so much they want to make me cry 😡😭😢,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
663,477195294224826369,"RT @mllebeckyrose: Just heard gunshots from the direction of my neighbours house, fingers crossed.",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,2.0,1.2412758876129792,0.4048605179152522
664,477921798021869568,RT @GrandShuckett: [Movie Review] 22 Jump Street (2014) starring Jonah Hill and Channing Tatum. #22JumpStreet http://t.co/slD63uXnCc,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
665,474466501001764865,I really can work over night bc I'm always up.,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
666,474577629115613185,#SHOUTOUT #PimpingThePimps → →  @PimpingMsHeard @LiIMissBabyGirl @MalisMostWanted @PimptressWilde @Sweetsexy_pimp @PimpPharaohYami,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
667,479794105950961664,Buying some cleats this weekend,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
668,480913624416796674,@RyanGraham10 453- Trail Of Lost #IRSscandal Emails Might Lead To White House http://t.co/Qo3nCSKtLb,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
669,474369834894258177,"If bergdahl did desert and caused the desths of soldiers searching for him,he should get the death penalty",,,,,0.0,-0.030091043577967207,-2.0,-1.5643154644789905,-2.0,-1.5948457139399057,-1.0630840739989544
670,481644939067936768,Sad but true😒,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
671,476164485304942592,What's going on? People gather in show of support at visitation service for slain... http://t.co/cav77HjdPW http://t.co/82Q1o4nn3g,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,-1.0,-0.8858153135516845,-0.3041698824729691
673,481001734181900291,RT @EDC_LasVegas: Sparks fly when you’re #undertheelectricsky. #EDCLV http://t.co/dMkhlLDfGD,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,1.0,0.5322454872247582,0.4298024134841343
674,476599052956467201,RT @CollinsKory97: “@serussly: “@OhHeWantsTheP: I hope you fall in love http://t.co/Jht1ZXQvqN”😭😭😍”dannnnng,,,,,0.0,-0.030091043577967207,2.0,1.5711088839004794,1.0,0.5322454872247582,0.6910877758490902
676,482909060367273984,7 Great Grammar Sites for Teachers and Students at Educational Technology and Mobile Learning http://t.co/Y1aZVhosls http://t.co/TLDPcmwqNF,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
677,475074192745172992,"You raped her, you murdered her, you killed her children!!!",,,,,0.0,-0.030091043577967207,-3.0,-2.348171551573858,-2.0,-1.5948457139399057,-1.3243694363639102
678,479156198454079488,We watching when you ain't.,,,,,0.0,-0.030091043577967207,-2.0,-1.5643154644789905,-2.0,-1.5948457139399057,-1.0630840739989544
679,475777053229600769,Donald Sterling need to stay the course....,,,,,0.0,-0.030091043577967207,-1.0,-0.7804593773841231,-1.0,-0.8858153135516845,-0.5654552448379251
680,476190062166945793,Quick has been just a beast!!! This sucks #NYRangers,,,,,0.0,-0.030091043577967207,-2.0,-1.5643154644789905,-2.0,-1.5948457139399057,-1.0630840739989544
681,479673653924093952,I am about to stand up and order everyone on this bus to use their inside voices.,,,,,0.0,-0.030091043577967207,-3.0,-2.348171551573858,-2.0,-1.5948457139399057,-1.3243694363639102
682,483410359370272768,RT @bb_brooks: John legend just saved this damn performance,,,,,0.0,-0.030091043577967207,-2.0,-1.5643154644789905,1.0,0.5322454872247582,-0.35405367361073314
684,477603991392911360,RT @Funhousedes: Y'all hoes need to be watched😩😂👀y'all wilding http://t.co/FiFD8kUoxE,,,,,0.0,-0.030091043577967207,-3.0,-2.348171551573858,-2.0,-1.5948457139399057,-1.3243694363639102
685,475148448719962112,RT @John_The_Pimp: For those who live in Florida ... http://t.co/Jfs9csomHC,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
686,480409259364990977,"""Im sleepin my phone died. ily girl dont cry! Just trust me i wont lie"" ive heard it all before you say?",,,,,0.0,-0.030091043577967207,-1.0,-0.7804593773841231,-2.0,-1.5948457139399057,-0.8017987116339986
687,476029562913292288,Great day at @PCA Team England day at @TheGroveHotel So happy the sun was shining!!,,,,,0.0,-0.030091043577967207,2.0,1.5711088839004794,2.0,1.2412758876129792,0.927431242645164
688,477314047553978369,@nickwiger I was that woman,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
689,474298472997593089,"This week on twitter: 6 new followers, 4 new unfollowers  and followed 2 people via http://t.co/WJkzrR98nP",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,0.0,-0.17678491316346318,-0.06782641567689532
690,477876084310945792,@colleen_bowes this speaks to me on a spiritual level wow,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,2.0,1.2412758876129792,0.6661458802802079
691,483056339149520896,RT @FinnHarries: Very very proud of @troyesivan who's announced the launch date of his EP. Big things ahead for this guy. #TRXYE,,,,,0.0,-0.030091043577967207,3.0,2.354964970995346,3.0,1.9503062880012003,1.4250600718061932
692,478324954513948672,You're hot and you're wearing teva sandals. You're automatically not hot anymore.,,,,,0.0,-0.030091043577967207,-3.0,-2.348171551573858,-1.0,-0.8858153135516845,-1.0880259695678365
693,475816148374532096,third time this season they have to call Trini from some place. #mmpr,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,-1.0,-0.8858153135516845,-0.3041698824729691
695,478214510105608192,"""If you ain't workin' you ain't twerkin'"" - one of the neighbor boys at my aunts #wordstoliveby",,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
696,477523183944228864,"cool, wanna fight and fuck about it?",,,,,0.0,-0.030091043577967207,-2.0,-1.5643154644789905,-3.0,-2.3038761143281272,-1.2994275407950282
697,483666463556112386,RT @mchastain81: RT @GaltsGirl: Naftali Frenkel was an American citizen. A 16 year old boy.,,,,,0.0,-0.030091043577967207,0.0,0.003396709710744425,1.0,0.5322454872247582,0.16851705111917847
698,474295327269597184,The last day to pay rent with no late fees is June fifth by 7pm! http://t.co/SIIB6tLtGp,,,,,0.0,-0.030091043577967207,1.0,0.7872527968056119,0.0,-0.17678491316346318,0.19345894668806046
701,480538934653759488,One dead at EDClv already ?Way to go ass whipes and I do to want to hear shit about the loving community and... http://t.co/7txEus2zJc,,,,,0.0,-0.030091043577967207,-3.0,-2.348171551573858,-3.0,-2.3038761143281272,-1.560712903159984
